,x,y,words
1693,-25.911741,39.25014,murder
1694,1.2617505,1.6409063,wide
1695,31.237192,-17.028502,policies
1696,-39.687363,-7.8133006,park
1697,47.792088,35.09931,Their
1698,-32.148567,33.346684,champion
1699,23.918425,-35.249146,platform
1700,48.583214,18.719269,pleased
1701,45.160213,-13.327631,heavy
1702,25.88569,2.602049,eventually
1703,-6.661994,-13.024359,crash
1704,-20.44219,-45.19531,minister
1705,-10.48627,58.592026,hot
1706,23.7445,48.319145,serving
1707,25.620396,20.732845,asking
1708,-54.36102,-27.224108,Detroit
1709,16.409103,54.437607,keeping
1710,12.981358,-37.81008,provider
1711,-4.702637,-48.978016,partners
1712,21.86524,15.2597885,remember
1713,32.742455,28.932371,seek
1714,12.451055,-42.43801,manufacturing
1715,-22.766418,-23.851803,teachers
1716,-24.309246,58.668922,towards
1717,-0.82313704,-38.085953,buying
1718,8.218099,22.481337,warned
1719,-67.246155,-15.798912,Steve
1720,-9.070217,4.432827,initial
1721,-27.240986,4.3027406,pounds
1722,-18.29385,-16.135862,brother
1723,-26.23544,-41.494644,panel
1724,27.369812,53.96103,becoming
1725,-8.765184,47.712486,entered
1726,-36.060753,15.570015,sides
1727,-14.377403,-13.913355,victim
1728,-5.284983,53.81009,setting
1729,8.66153,-45.23732,Co.
1730,-21.30975,-30.13786,environmental
1731,-16.11114,-7.67033,bus
1732,17.567602,26.267097,Is
1733,-41.21602,-33.357563,Asia
1734,13.895311,-1.9321821,note
1735,17.091326,-38.13566,IT
1736,7.2282963,54.869205,carried
1737,-23.583754,18.906872,consecutive
1738,-10.990207,-7.94761,older
1739,-0.7668019,-13.762882,criminal
1740,-65.84895,-14.497431,Richard
1741,-0.38744467,-36.170975,bought
1742,-50.196644,-20.734335,Georgia
1743,-24.591986,-33.552048,Institute
1744,23.933674,-14.097715,announcement
1745,-9.096534,-52.385323,Union
1746,-29.946726,5.0686774,Rs
1747,-19.86752,-33.401783,Division
1748,-48.33664,10.37168,decade
1749,11.90806,59.063766,clean
1750,5.9951653,22.273129,stated
1751,-17.502478,19.733355,penalty
1752,46.301476,3.4216516,boost
1753,1.9364297,33.91903,attend
1754,-17.824934,14.203139,separate
1755,22.310928,21.374018,enjoy
1756,14.66807,-27.445684,Web_site
1757,51.068943,24.967928,table
1758,6.095242,-24.000572,analysis
1759,-41.834347,-37.952335,Japanese
1760,-44.170776,-35.789925,German
1761,32.43353,2.1510296,skills
1762,-18.563995,-12.502219,jail
1763,-44.984077,-16.427835,Valley
1764,41.80587,28.820463,protection
1765,-5.0461693,-59.998623,analyst
1766,15.63354,-3.061479,mostly
1767,1.9971226,13.993964,paying
1768,52.136135,29.21132,draw
1769,-11.886299,-46.34428,Director
1770,-59.326927,-13.477337,Taylor
1771,17.637753,10.485026,perhaps
1772,4.457968,16.2594,reading
1773,0.68341774,2.7126377,cross
1774,-25.597044,-40.081654,commission
1775,-14.954447,-10.419575,drivers
1776,-17.581532,-37.03807,offices
1777,10.35986,-11.102158,presence
1778,-3.319793,-21.727318,meetings
1779,-16.50382,-57.130928,votes
1780,42.985657,-5.9887238,strength
1781,-13.90062,12.507035,Of
1782,30.406586,-4.3433948,delivery
1783,-31.194283,-15.133516,location
1784,0.8863163,-17.01649,positions
1785,1.0203049,5.4219146,regarding
1786,42.6588,16.218134,hoping
1787,-65.247536,-16.82916,Ryan
1788,-39.01526,39.502,offensive
1789,50.28223,-0.55228513,spread
1790,-56.455853,-11.511845,White
1791,-8.740923,-9.034195,whom
1792,-18.686218,3.876676,deficit
1793,44.6579,-8.9932995,powerful
1794,-45.838894,23.892578,Club
1795,29.739618,33.41693,continuing
1796,13.68447,-5.4290547,natural
1797,7.2890453,25.734892,revealed
1798,18.013428,16.812012,feeling
1799,-68.25967,-16.336014,Jim
1800,-3.3384938,35.80394,grew
1801,27.241373,28.408287,watching
1802,7.3296957,22.928362,suggested
1803,56.98806,20.23321,slow
1804,54.97309,8.871618,challenges
1805,-47.53182,-8.200345,Writer
1806,43.410492,-16.731981,larger
1807,56.477497,18.618946,quick
1808,20.251354,8.80098,definitely
1809,-33.847145,-3.3501654,flight
1810,-24.368546,-27.175259,university
1811,-40.785526,20.825733,junior
1812,18.463404,-55.12206,inflation
1813,9.821603,-5.2631803,ones
1814,28.218092,-40.147514,Apple
1815,-1.301275,-9.562068,honor
1816,51.21391,-7.503498,active
1817,-15.876807,-58.10977,voted
1818,-17.774078,-26.93855,Community
1819,43.777245,-4.401026,solid
1820,-30.697977,-48.49971,Clinton
1821,-23.907135,-55.366283,Act
1822,26.008503,23.96617,determine
1823,-6.5215216,31.270706,reduced
1824,18.609198,-22.084396,fees
1825,-18.485052,12.237344,multiple
1826,26.258667,23.194258,decide
1827,16.800007,-43.09306,advertising
1828,-7.7415895,-66.86999,language
1829,5.903727,23.475124,expressed
1830,14.062242,-14.612381,steps
1831,28.090174,1.5952477,easily
1832,4.0328884,41.801678,bringing
1833,42.544754,-22.023523,physical
1834,2.287986,45.54002,throw
1835,-24.379547,7.094442,forecast
1836,8.164724,-15.335491,schedule
1837,1.7075585,21.956882,denied
1838,19.758253,33.87356,finding
1839,36.52323,-17.257305,ban
1840,-39.191948,31.763609,Game
1841,22.608593,18.611626,agree
1842,25.167658,-31.474592,section
1843,2.8164759,21.545002,admitted
1844,12.424911,-13.383166,actions
1845,12.177139,0.8805993,normal
1846,19.304977,-34.792957,devices
1847,39.91462,43.387836,Because
1848,-43.160763,26.30031,squad
1849,10.0780735,37.363033,creating
1850,-4.444909,45.78548,walked
1851,-14.672115,-46.641533,chief_executive
1852,-35.466957,-7.839408,streets
1853,9.177433,0.6923819,clearly
1854,10.987946,-16.81581,complex
1855,-24.366524,-18.504498,lawyer
1856,-18.945772,-54.78214,elected
1857,-7.6361184,32.765697,increases
1858,-20.850145,-65.09889,Energy
1859,-24.894327,7.5914145,estimates
1860,49.099796,18.53376,excited
1861,37.637794,22.216188,helps
1862,34.575397,-8.693999,relief
1863,25.90099,25.118256,determined
1864,18.968727,10.822954,maybe
1865,-13.644237,-14.44165,suspect
1866,-55.47938,-12.041835,Hill
1867,24.015404,-4.975114,sound
1868,11.991786,-1.0686296,piece
1869,-23.55255,-27.342531,campus
1870,-36.052254,-15.954612,southern
1871,35.022686,-21.750874,degree
1872,43.371044,-16.725277,smaller
1873,31.674866,-10.98871,status
1874,-3.3764262,40.836327,headed
1875,-29.834743,17.561659,#-##
1876,42.802246,-2.4521582,healthy
1877,46.35569,-14.287138,massive
1878,49.89832,-30.585987,testing
1879,25.322401,-49.23208,distribution
1880,38.209602,35.281845,Why
1881,-0.42506596,13.057647,completely
1882,-3.5688765,4.17687,onto
1883,-18.754082,32.46577,hitting
1884,-11.259051,51.248825,closing
1885,-24.656456,-49.523857,lawmakers
1886,0.9135362,-4.1982746,fresh
1887,-39.415527,3.5427003,winter
1888,-68.113686,-15.717929,Tom
1889,-9.923953,-4.92786,contest
1890,37.720974,-8.442211,outstanding
1891,15.054314,5.5614676,exactly
1892,-34.03795,6.5690956,percentage
1893,-68.45838,-14.636013,Joe
1894,-9.085151,19.693348,contributed
1895,-40.327637,-14.025827,movement
1896,-37.40858,1.5438311,storm
1897,-23.827877,22.73066,seventh
1898,48.124928,11.668617,fear
1899,8.476356,-17.102316,weight
1900,-55.713467,-25.356379,Minnesota
1901,-30.332775,-49.26944,McCain
1902,-29.109716,-0.6127397,C
1903,44.619568,26.09848,secure
1904,6.71275,56.020153,conducted
1905,3.3222485,-37.381847,acquisition
1906,-13.230755,9.24781,Over
1907,42.76029,25.617294,maintain
1908,-3.3191338,-26.543377,rally
1909,31.687838,1.6991692,knowledge
1910,-12.450789,22.735548,recorded
1911,-9.841809,-43.828777,assistant
1912,-27.586939,-10.864402,doctors
1913,48.608364,19.02722,proud
1914,15.860048,14.5906925,advice
1915,-17.746668,-42.84117,Secretary
1916,7.0689363,-54.13906,finance
1917,23.623549,-28.754274,sex
1918,-67.40053,-13.573452,Peter
1919,-38.737083,-26.953846,WASHINGTON
1920,29.319838,24.119967,refused
1921,-51.221798,-21.516266,Miami
1922,-13.946691,-34.646828,agent
1923,-15.972963,23.857595,draft
1924,-14.403133,17.047102,pitch
1925,-3.8145814,-17.513079,Justice
1926,-7.889945,-25.880411,supporters
1927,-7.989127,-47.18176,General
1928,24.164309,-44.762478,user
1929,-19.005283,-52.17501,presidential
1930,-22.700483,30.361742,tie
1931,-40.9111,-31.471968,Africa
1932,-49.525494,-39.01288,New_Zealand
1933,19.508781,4.9140453,sort
1934,-54.629093,-21.321882,Houston
1935,43.0046,-39.818935,disease
1936,-8.239996,-16.468542,tomorrow
1937,12.778701,-6.99873,core
1938,35.44454,13.032218,willing
1939,-28.08152,-9.023495,patient
1940,-29.733513,-11.031713,Hospital
1941,15.246895,17.845156,considering
1942,11.878692,-48.69201,firms
1943,36.737762,42.64382,Still
1944,-45.069878,42.06983,technical
1945,55.966885,5.0268426,trouble
1946,47.625008,35.734516,Its
1947,53.262825,-3.1916928,picture
1948,21.213688,0.7655185,extremely
1949,46.870377,18.208035,confident
1950,40.667942,-25.013657,count
1951,16.78722,-24.28149,visitors
1952,44.078716,-27.473196,extended
1953,42.525707,42.913765,Once
1954,1.5910946,16.47699,reality
1955,5.0188227,36.72612,expand
1956,-17.587294,-23.991133,Christian
1957,5.8031697,-36.353687,expansion
1958,-13.561375,-5.8245835,lived
1959,-45.520157,-15.6886635,Lake
1960,-44.069847,-27.049984,Palestinian
1961,-31.803305,-20.366972,downtown
1962,20.546476,10.689633,doubt
1963,15.416779,-1.2362266,nature
1964,9.986788,16.530645,listed
1965,-10.121425,18.658617,leads
1966,15.588047,13.68643,opinion
1967,-45.257378,-16.047085,River
1968,-23.099812,17.909634,row
1969,-39.672802,17.192638,fellow
1970,-9.401594,1.1128249,corner
1971,-13.582945,-1.2114818,author
1972,6.6951118,-34.367634,Development
1973,6.1938424,-10.091342,screen
1974,11.195577,-54.151237,shareholders
1975,60.182877,29.82488,faced
1976,-55.091835,-26.084711,Illinois
1977,31.452574,-47.494682,plants
1978,-16.771452,-4.6193233,arrest
1979,-16.393644,-28.60746,society
1980,8.083654,-11.232255,character
1981,-6.8423576,-53.876385,labor
1982,33.0934,-1.8052875,gains
1983,4.751693,-28.121666,science
1984,-22.646551,-23.715536,teacher
1985,15.629444,-28.886269,web
1986,-24.13281,-4.205407,restaurant
1987,32.59024,5.0359945,learning
1988,17.347221,-57.741756,recession
1989,8.457334,40.867023,raising
1990,41.033417,19.58692,failure
1991,-33.817207,-3.3950424,airport
1992,-35.7247,-53.033306,intelligence
1993,11.960439,27.139048,selected
1994,-28.67818,-17.332893,zone
1995,-22.930252,-7.7997017,buildings
1996,12.994284,-42.695232,industrial
1997,0.55153304,7.938662,contracts
1998,39.160614,-19.533077,advance
1999,26.412191,-8.141338,fit
